Tracking Number,Reference Number(s),Status,Manifest Date,Ship To Name,Ship To City,Ship To State/Province,Ship To Country,Service,Scheduled Delivery,Images,Alternate Address Delivery Notification Failed,Alternate Delivery Address Name,Alternate Delivery Address Phone,Alternate Delivery Address Address Line 1,Alternate Delivery Address Address Line 2,Alternate Delivery Address Address Line 3,Alternate Delivery Address City,Alternate Delivery Address State,Alternate Delivery Address Postal Code,Alternate Delivery Address Country,Alternate Tracking Number,Appointment Made,Appointment Requested Date,Appointment Requested Start Time,Appointment Requested End Time,Arrival Date,Arrival Time,Bill To Name,Bill To Account Number,Bill To Address Line 1,Bill To Address Line 2,Bill To Address Line 3,Bill To Address Line 4,Bill To Address Line 5,Bill To City,Bill To State,Bill To Postal Code,Bill To Country,Bill To Email Address,Bill To Fax Number,Bond Date,Bond Number,Booking Number,Carrier,Chargeable Weight,Chargeable Weight UOM,Charges,Class,Clinical Trials Indicator,COD Amount Collected,COD Amount Due,COD Collected Currency Type,Commercial Invoice Removal,Commodity,Container,Customer Pickup,Date Delivered,Declared Value,Delivery Location,Delivery Preference,Delivery Time,Departure Date,Departure Time,Description of Goods,Doc Indicator,Earliest Delivery Time,Exception Description,Exception Resolution,Exception Status Description,Flight/Voyage,Handling Unit,Harmonized Code,Hazardous Materials,Hold at UPS Access Point Shipments,In-bond Entry Code,Infectious Substances Category A,Insured  Value,Insured Value Currency Code,Label Delivery Method,Large Package,Liftgate on Pickup,Liftgate on Delivery,Load Type,Location Assured,Manufacture Country,Master Bill of Lading,Mode of Transportation,Number of Pieces,Number of Pieces - UOM,Original Scheduled Delivery Date,Original Scheduled Delivery Time,Package Height,Package Length,Package Width,Package Dimensional Weight,Package Reference No. 1,Package Reference No. 2,Package Reference No. 3,Package Reference No. 4,Package Reference No. 5,Package Reference No. Type 1,Package Reference No. Type 2,Package Reference No. Type 3,Package Reference No. Type 4,Package Reference No. Type 5,Package Release Code Required,Pickup By Date,Pickup Preference,Postal Service Tracking ID,Product,Product Line,Received By,Residential Address,Return Services,Return To Name,Return To Attention,Return To Address Line 1,Return To Address Line 2,Return To Address Line 3,Return To City,Return To State/Province,Return To Postal Code,Return To Country,Return To Telephone,Return To Sender Indicator,Revised Door ETA Date,Revised Door ETA Time,Saturday Delivery,Scheduled Delivery Time,Ship To Attention,Ship To Address Line 1,Ship To Address Line 2,Ship To Address Line 3,Ship-to Address Line 4,Ship-to Address Line 5,Ship To Postal Code,Ship-to Email Address,Ship-to Fax Number,Ship To Telephone,Shipment Activity Date,Shipment Activity Time,Shipment Charge Type,Shipment Reference No. 1,Shipment Reference No. 2,Shipment Reference No. Type 1,Shipment Reference No. Type 2,Shipment Type,Shipment Volume,Shipper Name,Ship To Location,Shipper Attention,Shipper Address Line 1,Shipper Address Line 2,Shipper Address Line 3,Shipper Address Line 4,Shipper Address Line 5,Shipper City,Shipper State/Province,Shipper Postal Code,Shipper Country,Shipper Email Address,Shipper Fax Number,Special Instructions,UPS carbon neutral,UPS Company Principal Customer Identification Number,UPS Delivery Intercept Indicator,UPS Delivery Intercept Origin,UPS Delivery Intercept Name of Requester,UPS Delivery Intercept Request Date,UPS Delivery Intercept Request Time,UPS Delivery Intercept Status,UPS Delivery Intercept Type,New Delivery Customer Name,New Delivery Attention,New Delivery Address 1,New Delivery Address 2,New Delivery Address 3,New Delivery City,New Delivery State/Province,New Delivery Postal Code,New Delivery Country,UPS Import Control Indicator,UPS Import Control Label Type,UPS Premium Care(TM),UPS Returns Flexible Access,UPS Returns ® Exchange,Vessel,Weight
1Z85X99X0356015984,837136 SZ 00003|2311993|837136 SZ 00003|2311993|1005760.0|963937|N,Delivered,7/14/2017,,SALT LAKE CITY,UT,US,UPS Ground,7/18/2017,,,,,,,,,,,,,,,--,--,,--,,01W216,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/18/2017,No Value,DOCK,UPS will Deliver,10:26 AM,,--,,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,1,,7/18/2017,By End Of Day,,,,,837136 SZ 00003,2311993,1005760,963937,N,,,,,,NO,,UPS will Pick up,,,,JAKE,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,,,,,,,84120,,,,7/18/2017,10:26 AM,Freight Collect,837136 SZ 00003,2311993,,,,,,85X99X,SHIPPING DEPT.,,,,,,FRESNO,CA,93727-6868,US,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,13.90 LBS
1Z85X99X0356023395,835765 SZ 00003|2311961|835765 SZ 00003|2311961|1071890.0|962494|N,Delivered,7/14/2017,,WHITE PIGEON,MI,US,UPS Ground,7/20/2017,,,,,,,,,,,,,,,--,--,,--,,85X99X,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/20/2017,No Value,REAR DOOR,UPS will Deliver,3:25 PM,,--,,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,1,,7/20/2017,By End Of Day,,,,,835765 SZ 00003,2311961,1071890,962494,N,,,,,,NO,,UPS will Pick up,,,,,YES,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,,,,,,,49099,,,,7/20/2017,3:25 PM,Prepaid,835765 SZ 00003,2311961,,,,,,85X99X,SHIPPING DEPT.,,,,,,FRESNO,CA,93727-6868,US,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,2.00 LBS
1Z85X99X0356070996,837018 SZ 00003|2311945|837018 SZ 00003|2311945|1087689.0|963705|N,Delivered,7/14/2017,,TOLLESON,AZ,US,UPS Ground,7/18/2017,,,,,,,,,,,,,,,--,--,,--,,85X99X,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/18/2017,No Value,RECEIVER,UPS will Deliver,10:20 AM,,--,,NO,--,"DUE TO OPERATING CONDITIONS, YOUR PACKAGE MAY BE DELAYED.",DELIVERY WILL BE RESCHEDULED.,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,1,,7/18/2017,By End Of Day,,,,,837018 SZ 00003,2311945,1087689,963705,N,,,,,,NO,,UPS will Pick up,,,,TEAL,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,,,,,,,85353,,,16239079900,7/18/2017,10:20 AM,Prepaid,837018 SZ 00003,2311945,,,,,,85X99X,SHIPPING DEPT.,,,,,,FRESNO,CA,93727-6868,US,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,11.60 LBS
1Z85X99X0356072136,837114 SZ 00003|2311960|836924 SZ 00003|2328968|1001816.0|963599|N,Delivered,7/14/2017,,FORT LAUDERDALE,FL,US,UPS Ground,7/24/2017,,,,,,,,,,,,,,,--,--,,--,,85X99X,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/24/2017,No Value,DOCK,UPS will Deliver,10:05 AM,,--,,NO,--,A LATE UPS TRAILER ARRIVAL HAS CAUSED A DELAY. WE'RE ADJUSTING PLANS TO DELIVER YOUR PACKAGE AS QUICKLY AS POSSIBLE.,DELIVERY WILL BE RESCHEDULED.,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,4,,7/21/2017,By End Of Day,,,,,836924 SZ 00003,2328968,1001816,963599,N,,,,,,NO,,UPS will Pick up,,,,CHRIS,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,,,,,,,33317,,,,7/24/2017,10:05 AM,Prepaid,837114 SZ 00003,2311960,,,,,,85X99X,SHIPPING DEPT.,,,,,,FRESNO,CA,93727-6868,US,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,16.40 LBS
1Z85X99X0356124124,30|SH|30|SH,Delivered,7/14/2017,,CROSSROADS,TX,US,UPS Ground,7/20/2017,,,,,,,,,,,,,,,--,--,,--,,85X99X,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/20/2017,No Value,FRONT DOOR,UPS will Deliver,1:53 PM,,--,,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,1,,7/20/2017,By End Of Day,,,,,30,SH,,,,,,,,,NO,,UPS will Pick up,,,,,YES,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,,,,,,,76227,,,,7/20/2017,1:53 PM,Prepaid,30,SH,,,,,,85X99X,SHIPPING DEPT.,,,,,,FRESNO,CA,93727-6868,US,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,6.00 LBS
1Z85X99X0356137692,824648 SO 00003|2302818|824648 SO 00003|2302818|1011586.0|949790|N,Delivered,7/14/2017,,DUBUQUE,IA,US,UPS Ground,7/20/2017,,,,,,,,,,,,,,,--,--,,--,,7AW1A5,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/20/2017,No Value,DOCK,UPS will Deliver,8:51 AM,,--,,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,2,,7/20/2017,By End Of Day,,,,,824648 SO 00003,2302818,1011586,949790,N,,,,,,NO,,UPS will Pick up,,,,JON,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,,,TM INC.,17876 PERU RD. STE. 3,,,52001,,,,7/20/2017,8:51 AM,Freight Collect,824648 SO 00003,2302818,,,,,,85X99X,SHIPPING DEPT.,,,,,,FRESNO,CA,93727-6868,US,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,19.60 LBS
1Z85X99X0356141687,837119 SZ 00003|2311972|837119 SZ 00003|2311972|1103406.0|963920|N,Delivered,7/14/2017,,FARMINGTON,NM,US,UPS Ground,7/19/2017,,,,,,,,,,,,,,,--,--,,--,,85X99X,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/19/2017,No Value,INSIDE DELIV,UPS will Deliver,11:41 AM,,--,,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,1,,7/19/2017,By End Of Day,,,,,837119 SZ 00003,2311972,1103406,963920,N,,,,,,NO,,UPS will Pick up,,,,GEORGE,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,,,,,,,87401,,,,7/19/2017,11:41 AM,Prepaid,837119 SZ 00003,2311972,,,,,,85X99X,SHIPPING DEPT.,,,,,,FRESNO,CA,93727-6868,US,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,2.30 LBS
1Z85X99X0356150864,837120 SZ 00003|2312022|837120 SZ 00003|2312022|1001767.0|963921|N,Delivered,7/14/2017,,BOISE,ID,US,UPS Ground,7/18/2017,,,,,,,,,,,,,,,--,--,,--,,85X99X,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/18/2017,No Value,OFFICE,UPS will Deliver,10:28 AM,,--,,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,3,,7/18/2017,By End Of Day,,,,,837120 SZ 00003,2312022,1001767,963921,N,,,,,,NO,,UPS will Pick up,,,,DOTY,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,,,,,,,83705,,,12083456410,7/18/2017,10:28 AM,Prepaid,837120 SZ 00003,2312022,,,,,,85X99X,SHIPPING DEPT.,,,,,,FRESNO,CA,93727-6868,US,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,12.10 LBS
1Z85X99X0356162262,837249 SZ 00003|2311990|837249 SZ 00003|2311990|1002503.0|964100|N,Delivered,7/14/2017,,NEW HAVEN,IN,US,UPS Ground,7/20/2017,,,,,,,,,,,,,,,--,--,,--,,85X99X,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/20/2017,No Value,DOCK,UPS will Deliver,10:11 AM,,--,,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,4,,7/20/2017,By End Of Day,,,,,837249 SZ 00003,2311990,1002503,964100,N,,,,,,NO,,UPS will Pick up,,,,CHRISTEN,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,,,,,,,46774,,,18008249354,7/20/2017,10:11 AM,Prepaid,837249 SZ 00003,2311990,,,,,,85X99X,SHIPPING DEPT.,,,,,,FRESNO,CA,93727-6868,US,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,24.10 LBS
1Z85X99X0356176515,836807 SZ 00003|2311964|836807 SZ 00003|2328965|1001814.0|963486|N,Delivered,7/14/2017,,SALT LAKE CITY,UT,US,UPS Ground,7/18/2017,,,,,,,,,,,,,,,--,--,,--,,85X99X,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/18/2017,No Value,DOCK,UPS will Deliver,10:25 AM,,--,,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,4,,7/18/2017,By End Of Day,,,,,836807 SZ 00003,2328965,1001814,963486,N,,,,,,NO,,UPS will Pick up,,,,SAH,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,,,,,,,84104,,,,7/18/2017,10:25 AM,Prepaid,836807 SZ 00003,2311964,,,,,,85X99X,SHIPPING DEPT.,,,,,,FRESNO,CA,93727-6868,US,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,13.30 LBS
1Z85X99X0356310253,836683 SZ 00003|2311969|836683 SZ 00003|2311969|1082674.0|963836|N,Delivered,7/14/2017,,LANCASTER,PA,US,UPS Ground,7/20/2017,,,,,,,,,,,,,,,--,--,,--,,85X99X,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/20/2017,No Value,FRONT DESK,UPS will Deliver,12:06 PM,,--,,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,2,,7/21/2017,By End Of Day,,,,,836683 SZ 00003,2311969,1082674,963836,N,,,,,,NO,,UPS will Pick up,,,,KIMMICH,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,12:00 PM,,,,,,,17601,,,17175179321,7/20/2017,12:06 PM,Prepaid,836683 SZ 00003,2311969,,,,,,85X99X,SHIPPING DEPT.,,,,,,FRESNO,CA,93727-6868,US,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,18.60 LBS
1Z85X99X0356319370,837004 SZ 00003|2328971|837004 SZ 00003|2328971|1000559.0|963691|N,Delivered,7/14/2017,,BREINIGSVILLE,PA,US,UPS Ground,7/20/2017,,,,,,,,,,,,,,,--,--,,--,,85X99X,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/20/2017,No Value,CC,UPS will Deliver,8:59 AM,,--,,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,2,,7/21/2017,By End Of Day,,,,,837004 SZ 00003,2328971,1000559,963691,N,,,,,,NO,,UPS will Pick up,,,,AL,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,,,,,,,18031,,,,7/20/2017,8:59 AM,Prepaid,837004 SZ 00003,2328971,,,,,,85X99X,SHIPPING DEPT.,,,,,,FRESNO,CA,93727-6868,US,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,2.60 LBS
1Z85X99X0356351183,836551 SZ 00003|2311944|836551 SZ 00003|2311944|1078172.0|963833|N,Delivered,7/14/2017,,SPARKS,NV,US,UPS Ground,7/17/2017,,,,,,,,,,,,,,,--,--,,--,,85X99X,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/17/2017,No Value,RECEIVER,UPS will Deliver,12:15 PM,,--,,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,1,,7/17/2017,By End Of Day,,,,,836551 SZ 00003,2311944,1078172,963833,N,,,,,,NO,,UPS will Pick up,,,,TY,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,,,,,,,89431,,,,7/17/2017,12:15 PM,Prepaid,836551 SZ 00003,2311944,,,,,,85X99X,SHIPPING DEPT.,,,,,,FRESNO,CA,93727-6868,US,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,22.20 LBS
1Z85X99X0356358426,833936 SZ 00003|2311938|833936 SZ 00003|2311938|1017495.0|963810|N,Delivered,7/14/2017,,TUMWATER,WA,US,UPS Ground,7/19/2017,,,,,,,,,,,,,,,--,--,,--,,85X99X,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/19/2017,No Value,DOCK,UPS will Deliver,11:39 AM,,--,,NO,--,"DUE TO OPERATING CONDITIONS, YOUR PACKAGE MAY BE DELAYED.",YOUR DELIVERY HAS BEEN RESCHEDULED FOR THE NEXT BUSINESS DAY.,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,1,,7/18/2017,By End Of Day,,,,,833936 SZ 00003,2311938,1017495,963810,N,,,,,,NO,,UPS will Pick up,,,,ARES,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,,,,,,,98512,,,13607861890,7/19/2017,11:39 AM,Prepaid,833936 SZ 00003,2311938,,,,,,85X99X,SHIPPING DEPT.,,,,,,FRESNO,CA,93727-6868,US,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,16.90 LBS
1Z85X99X0356428145,837069 SZ 00003|2311947|837069 SZ 00003|2311947|1003497.0|963783|N,Delivered,7/14/2017,,WEST SALEM,WI,US,UPS Ground,7/20/2017,,,,,,,,,,,,,,,--,--,,--,,85X99X,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/20/2017,No Value,FRONT DESK,UPS will Deliver,8:59 AM,,--,,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,2,,7/20/2017,By End Of Day,,,,,837069 SZ 00003,2311947,1003497,963783,N,,,,,,NO,,UPS will Pick up,,,,LUBBEN,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,,,,,,,54669,,,,7/20/2017,8:59 AM,Prepaid,837069 SZ 00003,2311947,,,,,,85X99X,SHIPPING DEPT.,,,,,,FRESNO,CA,93727-6868,US,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,15.40 LBS
1Z85X99X0356514622,836774 SZ 00003|2311951|836774 SZ 00003|2311951|1021749.0|963466|N,Delivered,7/14/2017,,SIOUX CITY,IA,US,UPS Ground,7/20/2017,,,,,,,,,,,,,,,--,--,,--,,85X99X,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/20/2017,No Value,FRONT DESK,UPS will Deliver,10:24 AM,,--,,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,8,,7/20/2017,By End Of Day,,,,,836774 SZ 00003,2311951,1021749,963466,N,,,,,,NO,,UPS will Pick up,,,,STEINCROSS,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,,,1819 E. 4TH ST.,,,,51101,,,,7/20/2017,10:24 AM,Prepaid,836774 SZ 00003,2311951,,,,,,85X99X,SHIPPING DEPT.,,,,,,FRESNO,CA,93727-6868,US,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,14.90 LBS
1Z85X99X0356542440,836683 SZ 00003|2311969|836683 SZ 00003|2311969|1082674.0|963836|N,Delivered,7/14/2017,,LANCASTER,PA,US,UPS Ground,7/20/2017,,,,,,,,,,,,,,,--,--,,--,,85X99X,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/20/2017,No Value,FRONT DESK,UPS will Deliver,12:06 PM,,--,,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,2,,7/21/2017,By End Of Day,,,,,836683 SZ 00003,2311969,1082674,963836,N,,,,,,NO,,UPS will Pick up,,,,KIMMICH,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,12:00 PM,,,,,,,17601,,,17175179321,7/20/2017,12:06 PM,Prepaid,836683 SZ 00003,2311969,,,,,,85X99X,SHIPPING DEPT.,,,,,,FRESNO,CA,93727-6868,US,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,4.30 LBS
1Z85X99X0356553670,837082 SZ 00003|2311952|837082 SZ 00003|2311952|1002102.0|963795|N,Delivered,7/14/2017,,GREAT FALLS,MT,US,UPS Ground,7/19/2017,,,,,,,,,,,,,,,--,--,,--,,85X99X,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/19/2017,No Value,INSIDE DELIV,UPS will Deliver,8:39 AM,,--,,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,1,,7/19/2017,By End Of Day,,,,,837082 SZ 00003,2311952,1002102,963795,N,,,,,,NO,,UPS will Pick up,,,,KALE,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,,,,,,,59404,,,14067273055,7/19/2017,8:39 AM,Prepaid,837082 SZ 00003,2311952,,,,,,85X99X,SHIPPING DEPT.,,,,,,FRESNO,CA,93727-6868,US,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,14.10 LBS
1Z85X99X0356555954,836959 SZ 00003|2311949|836959 SZ 00003|2311949|1002442.0|963850|N,Delivered,7/14/2017,,OPELOUSAS,LA,US,UPS Ground,7/21/2017,,,,,,,,,,,,,,,--,--,,--,,85X99X,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/21/2017,No Value,RECEIVER,UPS will Deliver,2:58 PM,,--,,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,1,,7/21/2017,By End Of Day,,,,,836959 SZ 00003,2311949,1002442,963850,N,,,,,,NO,,UPS will Pick up,,,,HIGGINBOTHAM,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,,,15758 HWY 190 E,,,,70570,,,17753107101,7/21/2017,2:58 PM,Prepaid,836959 SZ 00003,2311949,,,,,,85X99X,SHIPPING DEPT.,,,,,,FRESNO,CA,93727-6868,US,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,4.10 LBS
1Z85X99X0356561312,834394 SO 00003|2359119|834394 SO 00003|2359120|1070730.0|960768|N,Delivered,7/14/2017,,JOLIET,IL,US,UPS Ground,7/20/2017,,,,,,,,,,,,,,,--,--,,--,,A43515,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/20/2017,No Value,DOCK,UPS will Deliver,9:41 AM,,--,,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,4,,7/20/2017,By End Of Day,,,,,834394 SO 00003,2359120,1070730,960768,N,,,,,,NO,,UPS will Pick up,,,,SEPEDA,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,,,,,,,60433,,,,7/20/2017,9:41 AM,Freight Collect,834394 SO 00003,2359119,,,,,,85X99X,SHIPPING DEPT.,,,,,,FRESNO,CA,93727-6868,US,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,19.60 LBS
1Z85X99X0356574086,837142 SZ 00003|2312000|837142 SZ 00003|2312000|1006550.0|963943|N,Delivered,7/14/2017,,SAINT CLOUD,MN,US,UPS Ground,7/21/2017,,,,,,,,,,,,,,,--,--,,--,,01W216,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/21/2017,No Value,DOCK,UPS will Deliver,10:30 AM,,--,,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,1,,7/20/2017,By End Of Day,,,,,837142 SZ 00003,2312000,1006550,963943,N,,,,,,NO,,UPS will Pick up,,,,M FUSSY,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,,,,,,,56301,,,,7/21/2017,10:30 AM,Freight Collect,837142 SZ 00003,2312000,,,,,,85X99X,SHIPPING DEPT.,,,,,,FRESNO,CA,93727-6868,US,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,3.40 LBS
1Z85X99X0356575567,837004 SZ 00003|2328971|837004 SZ 00003|2328971|1000559.0|963691|N,Delivered,7/14/2017,,BREINIGSVILLE,PA,US,UPS Ground,7/20/2017,,,,,,,,,,,,,,,--,--,,--,,85X99X,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/20/2017,No Value,CC,UPS will Deliver,8:59 AM,,--,,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,2,,7/21/2017,By End Of Day,,,,,837004 SZ 00003,2328971,1000559,963691,N,,,,,,NO,,UPS will Pick up,,,,AL,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,,,,,,,18031,,,,7/20/2017,8:59 AM,Prepaid,837004 SZ 00003,2328971,,,,,,85X99X,SHIPPING DEPT.,,,,,,FRESNO,CA,93727-6868,US,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,6.30 LBS
1Z85X99X0356592155,837077 SZ 00003|2311958|837077 SZ 00003|2311958|1001960.0|963791|N,Delivered,7/14/2017,,DAYTON,OH,US,UPS Ground,7/20/2017,,,,,,,,,,,,,,,--,--,,--,,85X99X,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/20/2017,No Value,RECEIVER,UPS will Deliver,11:29 AM,,--,,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,1,,7/20/2017,By End Of Day,,,,,837077 SZ 00003,2311958,1001960,963791,N,,,,,,NO,,UPS will Pick up,,,,SEAVEY,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,,,,,,,45424,,,19372352589,7/20/2017,11:29 AM,Prepaid,837077 SZ 00003,2311958,,,,,,85X99X,SHIPPING DEPT.,,,,,,FRESNO,CA,93727-6868,US,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,4.50 LBS
1Z85X99X0356704346,835409 SZ 00003|2311956|835409 SZ 00003|2311956|1002077.0|963955|N,Delivered,7/14/2017,,SPRINGDALE,AR,US,UPS Ground,7/20/2017,,,,,,,,,,,,,,,--,--,,--,,85X99X,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/20/2017,No Value,DOCK,UPS will Deliver,10:20 AM,,--,,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,1,,7/20/2017,By End Of Day,,,,,835409 SZ 00003,2311956,1002077,963955,N,,,,,,NO,,UPS will Pick up,,,,HERNANDEZ,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,,,,,,,72762,,,,7/20/2017,10:20 AM,Prepaid,835409 SZ 00003,2311956,,,,,,85X99X,SHIPPING DEPT.,,,,,,FRESNO,CA,93727-6868,US,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,1.10 LBS
1Z85X99X0356709878,837123 SZ 00003|2328982|837118 SZ 00003|2311971|1000980.0|963919|N,Delivered,7/14/2017,,KANSAS CITY,KS,US,UPS Ground,7/20/2017,,,,,,,,,,,,,,,--,--,,--,,85X99X,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/20/2017,No Value,DOCK,UPS will Deliver,2:16 PM,,--,,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,3,,7/20/2017,By End Of Day,,,,,837118 SZ 00003,2311971,1000980,963919,N,,,,,,NO,,UPS will Pick up,,,,MCCORD,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,,,,,,,66111,,,,7/20/2017,2:16 PM,Prepaid,837123 SZ 00003,2328982,,,,,,85X99X,SHIPPING DEPT.,,,,,,FRESNO,CA,93727-6868,US,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,2.20 LBS
